"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","17904","Delete a newly added Bank via modal and verify it does not appears in the list","Regression_Suite","Thu Oct 23 08:04:22 UTC 2025","passed","Thu Oct 23 08:04:40 UTC 2025","Tests.BankApp.BankAppListRefresh","Autochek_WebApp_Automation - MT940 USer","Tests.BankApp.BankAppListRefresh","deleteBankAndVerify"
"","1433","Missing Currency/Rate should block update","Regression_Suite","Thu Oct 23 08:06:44 UTC 2025","broken","Thu Oct 23 08:06:45 UTC 2025","Tests.BankApp.BankAppListRefresh","Autochek_WebApp_Automation - MT940 USer","Tests.BankApp.BankAppListRefresh","hedgeRequiredFields"
"","28151","Add bank, filter by account number, inline update Restricted/Facility/Status and verify editor closes","Regression_Suite","Thu Oct 23 08:04:42 UTC 2025","broken","Thu Oct 23 08:05:11 UTC 2025","Tests.BankApp.BankAppListRefresh","Autochek_WebApp_Automation - MT940 USer","Tests.BankApp.BankAppListRefresh","addBank_InlineEditAndVerifyClosed"
"","24544","Invalid Account Number format should block creation","Regression_Suite","Thu Oct 23 08:05:14 UTC 2025","passed","Thu Oct 23 08:05:39 UTC 2025","Tests.BankApp.BankAppListRefresh","Autochek_WebApp_Automation - MT940 USer","Tests.BankApp.BankAppListRefresh","invalidAccountNumber"
"","1726","Add a new bank via modal and verify it appears in the list","Regression_Suite","Thu Oct 23 08:04:17 UTC 2025","broken","Thu Oct 23 08:04:19 UTC 2025","Tests.BankApp.BankAppListRefresh","Autochek_WebApp_Automation - MT940 USer","Tests.BankApp.BankAppListRefresh","addBankAndVerifyInList"
"","16826","Rollback to old value on inline update failure (Cancel)","Regression_Suite","Thu Oct 23 08:06:24 UTC 2025","passed","Thu Oct 23 08:06:41 UTC 2025","Tests.BankApp.BankAppListRefresh","Autochek_WebApp_Automation - MT940 USer","Tests.BankApp.BankAppListRefresh","inlineRollbackOnCancel"
"","39446","Duplicate Account Number is not allowed","Regression_Suite","Thu Oct 23 08:05:41 UTC 2025","passed","Thu Oct 23 08:06:21 UTC 2025","Tests.BankApp.BankAppListRefresh","Autochek_WebApp_Automation - MT940 USer","Tests.BankApp.BankAppListRefresh","duplicateAccountNotAllowed"
