"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","17373","Rollback to old value on inline update failure (Cancel)","Regression_Suite","Wed Oct 22 11:17:59 UTC 2025","passed","Wed Oct 22 11:18:16 UTC 2025","Tests.BankApp.BankAppListRefresh","Autochek_WebApp_Automation - MT940 USer","Tests.BankApp.BankAppListRefresh","inlineRollbackOnCancel"
"","13907","Missing Currency/Rate should block update","Regression_Suite","Wed Oct 22 11:18:19 UTC 2025","passed","Wed Oct 22 11:18:33 UTC 2025","Tests.BankApp.BankAppListRefresh","Autochek_WebApp_Automation - MT940 USer","Tests.BankApp.BankAppListRefresh","hedgeRequiredFields"
"","29582","Add bank, filter by account number, inline update Restricted/Facility/Status and verify editor closes","Regression_Suite","Wed Oct 22 11:16:17 UTC 2025","broken","Wed Oct 22 11:16:47 UTC 2025","Tests.BankApp.BankAppListRefresh","Autochek_WebApp_Automation - MT940 USer","Tests.BankApp.BankAppListRefresh","addBank_InlineEditAndVerifyClosed"
"","13797","Add a new bank via modal and verify it appears in the list","Regression_Suite","Wed Oct 22 11:15:39 UTC 2025","passed","Wed Oct 22 11:15:52 UTC 2025","Tests.BankApp.BankAppListRefresh","Autochek_WebApp_Automation - MT940 USer","Tests.BankApp.BankAppListRefresh","addBankAndVerifyInList"
"","37443","Duplicate Account Number is not allowed","Regression_Suite","Wed Oct 22 11:17:18 UTC 2025","passed","Wed Oct 22 11:17:55 UTC 2025","Tests.BankApp.BankAppListRefresh","Autochek_WebApp_Automation - MT940 USer","Tests.BankApp.BankAppListRefresh","duplicateAccountNotAllowed"
"","24436","Invalid Account Number format should block creation","Regression_Suite","Wed Oct 22 11:16:50 UTC 2025","passed","Wed Oct 22 11:17:15 UTC 2025","Tests.BankApp.BankAppListRefresh","Autochek_WebApp_Automation - MT940 USer","Tests.BankApp.BankAppListRefresh","invalidAccountNumber"
"","18427","Delete a newly added Bank via modal and verify it does not appears in the list","Regression_Suite","Wed Oct 22 11:15:56 UTC 2025","passed","Wed Oct 22 11:16:14 UTC 2025","Tests.BankApp.BankAppListRefresh","Autochek_WebApp_Automation - MT940 USer","Tests.BankApp.BankAppListRefresh","deleteBankAndVerify"
